Tên dự án,Giá,Diện tích,Phòng ngủ,Phòng vệ sinh,Vị trí,Định Vị,Latitude,Longitude
"Bán nhà biệt thự hàng hiếm tại An Quý Villa - 42,5 tỷ vnd, 198m2 nhà 2 mặt thoáng rẻ hơn CĐT 3 tỷ","42,5 tỷ",198 m²,5,5,"Hà Đông, Hà Nội"," Phường Dương Nội,  Hà Đông,  Hà Nội",20.9809284,105.74637
Chính chủ cần bán gấp căn 1503 DT 128m2 03 phòng ngủ toà nhà Times Tower giá bán nhanh,Giá thỏa thuận,128 m²,3,2,"Thanh Xuân, Hà Nội","Times Tower Lê Văn Lương, 35, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0026843,105.8015968
"Biệt thự tứ lập Ánh Dương Vinhomes Ocean Park 3, mặt tiền 8m, xây 5 tầng, 15,x tỷ, sinh lời ngay","15,59 tỷ",120 m²,9,5,"Văn Giang, Hưng Yên"," Xã Nghĩa Trụ,  Văn Giang,  Hưng Yên",20.9298976,105.963275
"Bán nhà ngõ 260 Cầu Giấy, ngõ kinh doanh sầm uất, ô tô tải qua, 28m2, 5 tầng sổ đẹp, 7,6 tỷ có giảm","7,6 tỷ",28 m²,4,4,"Cầu Giấy, Hà Nội","Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",21.03368842,105.7975287
"Cực hiếm! Bán gấp! Nhà 6,4x13m, 2 tầng, mặt tiền ô tô né nhau chỉ 5, x tỷ (x mầm non mới nhú)","5,1 tỷ",83 m²,3,2,"Quận 9, Hồ Chí Minh","Phường Trường Thạnh, Quận 9, Hồ Chí Minh",10.7793365,106.6880766
"Xuân Đỉnh - ngõ thông - ô tô chờ thang máy - 2 thoáng nhà đẹp, móng 7 tầng 70m2x 4 tầng, 13.5 tỷ","13,5 tỷ",70 m²,4,4,"Bắc Từ Liêm, Hà Nội","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",21.07180181,105.7900943
"Siêu hiếm! bán nhà ngõ Đê La Thành nhỏ 18m2, 4 tầng, ngõ thông, gần phố, giá chỉ 2,5 tỷ","2,5 tỷ",18 m²,2,2,"Đống Đa, Hà Nội","Đường Đê La Thành, Phường Khâm Thiên, Đống Đa, Hà Nội",21.0192241,105.8390581
"Bán nhà Melosa Garden Khang Điền 5x20m 8.49 tỷ, 6x18m 9.4 tỷ 8x18m 12 tỷ 8x20m 12.2tỷ 0902 442 ***","8,49 tỷ",100 m²,4,4,"Quận 9, Hồ Chí Minh","Melosa Garden, số 222, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.7608529,106.7012374
Bán Gấp Căn 2pn - Toà Hiyori View siêu đẹp đang cho thuê giá 20tr/tháng,"4,9 tỷ",61 m²,2,2,"Sơn Trà, Đà Nẵng","Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Nam, Sơn Trà, Đà Nẵng",16.06195109,108.2378362
chỉ với 3 tỷ sở hữu căn nhà cấp 4 mặt tiền kinh doanh Vĩnh Thái Nha Trang diện tích 153m2,3 tỷ,153 m²,3,1,"Nha Trang, Khánh Hòa","Xã Vĩnh Thái, Nha Trang, Khánh Hòa",12.2350611,109.166486
"Tôi chính chủ cần bán căn 2PN tòa Beverly 1 đẹp nhất phân khu, view trường học, giá tốt.","3,69 tỷ","62,5 m²",2,2,"Gia Lâm, Hà Nội","Xã Đa Tốn, Gia Lâm, Hà Nội",20.9862042,105.930004
"Giá rẻ cho những căn hộ tại The Diamond Residence tại 25 Lê Văn Lương: 2PN, 3PN, 4PN",15 tỷ,144 m²,3,3,"Thanh Xuân, Hà Nội","The Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.00694099,105.807155
NHÀ MP- 4TẦNG 4x23M KINH DOANH-KHU VIP CƯ XÁ NGÂN HÀNG-P TÂN T TÂY- QUẬN 7-SHR- NHỈNH 15T TL,"15,3 tỷ",91 m²,5,4,"Quận 7, Hồ Chí Minh","Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.7508483,106.7217063
"Bán nhà lầu DT 104m2, 4 tầng tại Trung Mỹ Tây Quận 12","7,99 tỷ",104 m²,5,4,"Quận 12, Hồ Chí Minh","Đường Trung Mỹ Tây 12, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",10.85016163,106.6156157
"Bán nhà đường Lâm Văn Bền (5x18m) 3 tầng, vị trí đắc địa - giá tốt","21,8 tỷ",90 m²,3,3,"Quận 7, Hồ Chí Minh","Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",10.74031747,106.7163022
QUẬN BÌNH TÂN NGAY KHU TÊN LỬA 80M2 MẶT TIỀN CÔNG VIÊN GẤP BÁN,"9,9 tỷ",80 m²,3,3,"Bình Tân, Hồ Chí Minh","Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",10.7504813,106.6128383
Giá thật! Không đăng ảo! Rổ hàng chuyển nhượng nhà phố biệt thự Swan Bay cập nhật mới nhất T02/2025,"16,5 tỷ",300 m²,3,3,"Nhơn Trạch, Đồng Nai"," Đường Quốc Lộ 51,  Xã Đại Phước,  Nhơn Trạch,  Đồng Nai",10.7355009,106.8171232
"Chính chủ gửi bán CH 2pn,2wc,dt 67m2, sổ hồng sẳn, nhà mới 100%,ntcb, LH: 0939 495 ***","3,9 tỷ",64 m²,2,2,"Bình Tân, Hồ Chí Minh","The Privia, An Dương Vương, An Lạc, Bình Tân, Hồ Chí Minh",10.7223892,106.6197111
"Chính chủ bán căn 2PN, 2VS, tầng trung, nhà đẹp. Giá bán 4,75 tỷ . LH 0984 797 ***","4,75 tỷ",70 m²,2,2,"Hà Đông, Hà Nội","The Terra An Hưng, La Khê, Hà Đông, Hà Nội",20.9638323,105.7668089
"Bán biệt thự liền kề 132m2, khu đô thị Đặng Xá, MT 6m, giá 16,2 tỷ","16,2 tỷ",132 m²,6,5,"Gia Lâm, Hà Nội"," Đường Nguyễn Đức Thuận,  Xã Đặng Xá,  Gia Lâm,  Hà Nội",21.01193795,105.9511607
"Bán nhà riêng 5,9 tỷ, 49,5m2 tại Phạm Hữu Lầu, P Phú Mỹ, Q7, TP. HCM","5,9 tỷ","49,5 m²",4,3,"Quận 7, Hồ Chí Minh","Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",10.704325,106.7301133
Mặt tiền Đường số 1 p11 đoạn giao nhau Thống Nhất- 4x26m nở hậu 4.5m cn 100m2-10tỷ,10 tỷ,120 m²,5,5,"Gò Vấp, Hồ Chí Minh","Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",10.83261403,106.6640064
Hàng hiếm ngõ vip phố Thái Hà - phân lô ô tô tránh - 7 tầng thang máy - kinh doanh văn phòng,29 tỷ,56 m²,12,12,"Đống Đa, Hà Nội","Ngõ 121, Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",21.01060316,105.8223619
Nhà mặt phố Trung Liệt Đống Đa 60m 24tỷ 4tầng mt4m oto tránh kinh doanh sầm uất ngay phố thái hà,24 tỷ,60 m²,5,4,"Đống Đa, Hà Nội","Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",21.0111159,105.8202667
Bán căn hộ 2 phòng ngủ giá tốt chỉ từ 2 tỷ 19,"2,19 tỷ",50 m²,2,1,"Quận 9, Hồ Chí Minh"," Đường Liên Phường,  Phường Phú Hữu,  Quận 9,  Hồ Chí Minh",10.7608529,106.7012374
Nhà mặt phố Định Công Thượng 53m2 14tỷ 5tầng MT 4.7m kinh doanh vị trí đắc địa tương lai sáng ngời,14 tỷ,53 m²,8,4,"Hoàng Mai, Hà Nội","Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",20.9826495,105.8291858
Mặt phố Trần Nguyên Đán Định Công Hoàng Mai 28 tỷ 60m2 4tầng MT5m vỉa hè oto kinh doanh sầm uất,28 tỷ,60 m²,6,4,"Hoàng Mai, Hà Nội","Đường Trần Nguyên Đán, Phường Định Công, Hoàng Mai, Hà Nội",20.9826495,105.8291858
"Bán biệt thự 4 tầng, 3 thoáng: 17PN, 12WC, Vị trí đắc địa, giá tốt tại Phố Vàng, Thanh Sơn, Phú Thọ","16,8 tỷ",220 m²,17,12,"Thanh Sơn, Phú Thọ","Phố Vàng, Thị trấn Thanh Sơn, Thanh Sơn, Phú Thọ",10.37872647,105.2517513
MẶT TIỀN 7M -- VIEW THOÁNG VĨNH VIỄN -- NHÀ THÔ LUXURY KIẾN HƯNG -- 1 LÔ DUY NHẤT,"15,5 tỷ",70 m²,6,6,"Hà Đông, Hà Nội"," Đường Phúc La,  Phường Kiến Hưng,  Hà Đông,  Hà Nội",20.9527894,105.7875583
"Bán biệt thự D5C Vườn Đào, vị trí đẹp, diện tích 230.9m2, mặt tiền 15m, đất nở hậu, giá 119 tỷ",119 tỷ,"230,9 m²",5,7,"Tây Hồ, Hà Nội","Ngõ 679 Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",21.081992,105.8073736
"Bán NR view đẹp tại Trung Kính, 14,2 tỷ, 40m2, 4PN + 4WC, chính chủ","14,2 tỷ",40 m²,4,4,"Cầu Giấy, Hà Nội","Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.01665806,105.7939798
"Bán hàng ngộp Opal skyline - studio - 1,1 Tỷ, 1PN - 1,55 tỷ, 2PN - 1,68 tỷ, 3PN - 2,39 tỷ - sẵn sổ","1,68 tỷ",63 m²,2,2,"Thuận An, Bình Dương","Opal Skyline, Nguyễn Văn Tiết, Lái Thiêu, Thuận An, Bình Dương",10.91453447,106.7069527
"Nhà MT 6 x 27m kết cấu 4 tầng Q Bình Tân, cho thuê 45tr giá cực rẻ, chỉ có 11.3tỷ TL","11,3 tỷ",156 m²,22,22,"Bình Tân, Hồ Chí Minh","203 Đường Trần Thanh Mại, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",10.7547879,106.584389
"Bán nhà LK nội khu Gamuda 90m, vị trí đẹp nhất phân khu ST5, đón đường Tam Trinh sắp mở đẹp mê ly",Giá thỏa thuận,90 m²,4,4,"Hoàng Mai, Hà Nội"," Đường Tam Trinh,  Phường Trần Phú,  Hoàng Mai,  Hà Nội",20.9711195,105.8832556
Nhà thật giá thật chỉ 5 tỷ 2 căn ở hẻm 1 xẹt Lê Hồng Phong DT gần 37m2 2PN 2WC SHR full nội thất,"5,2 tỷ","36,4 m²",2,3,"Quận 10, Hồ Chí Minh","Đường Lê Hồng Phong, Phường 2, Quận 10, Hồ Chí Minh",10.76382602,106.6757925
Nhà đẹp ở liền ngay đội cung quận 11 giá 3 tỷ TL ít DT 30m2 2PN 3WC SHR tặng nội thất cơ bản,3 tỷ,30 m²,2,2,"Quận 11, Hồ Chí Minh","Đường Đội Cung, Phường 11, Quận 11, Hồ Chí Minh",10.7660142,106.6504162
"Bán shophouse 135m2 tại Gamuda Gardens, 53 tỷ, 4PN, 4WC",53 tỷ,135 m²,4,4,"Hoàng Mai, Hà Nội","Gamuda Gardens, Đường Đỗ Mười, Phường Trần Phú, Hoàng Mai, Hà Nội",20.97523675,105.8853004
Mặt hồ Chùa Láng - 68m2 xây 6 tầng - vỉa hè kinh doanh - ô tô chạy vòng quanh,"33,8 tỷ",68 m²,6,6,"Đống Đa, Hà Nội","Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội",21.02315151,105.8018711
BÁN NHÀ _ TRẦN ĐIỀN _ Ở KINH DOANH _ VĂN PHÒNG _ PHÒNG KHÁM _TUYỆT ĐỈNH_ GẦN _ BV _ BƯU ĐIỆN,"16,9 tỷ",63 m²,9,9,"Hoàng Mai, Hà Nội","Đường Trần Nguyên Đán, Phường Định Công, Hoàng Mai, Hà Nội",20.9826495,105.8291858
"Shophouse góc vườn hoa, vị trí đẹp, giá tốt nhất dự án Centa City VSIP Bắc Ninh","6,4 tỷ",90 m²,4,5,"Từ Sơn, Bắc Ninh"," Đường Hữu Nghị,  Phường Phù Chẩn,  Từ Sơn,  Bắc Ninh",21.08308623,105.9652381
Bán nhà phố chân chung cư City light sẵn kd dòng tiền giáp KCN và chợ Vina giá đầu tư,"8,5 tỷ",80 m²,5,5,"Vĩnh Yên, Vĩnh Phúc","The City Light Vĩnh Yên, Đường Nguyễn Tất Thành, Phường Khai Quang, Vĩnh Yên, Vĩnh Phúc",21.3088479,105.5916322
"Duplex 4PN Infiniti 177m2 giá 13,4ty, view Phú Mỹ Hưng về đêm lung linh, nhà thô, tầng trung đẹp","13,4 tỷ",177 m²,4,3,"Quận 7, Hồ Chí Minh","The Infiniti Riviera Point, Huỳnh Tấn Phát, Tân Phú, Quận 7, Hồ Chí Minh",10.7375163,106.7290511
"Quỹ độc quyền CĐT Vinhomes Ocean Park studio, 1N, 2N, 3N giá tốt, chiết khấu cao","2,35 tỷ",48 m²,1,1,"Gia Lâm, Hà Nội"," Xã Dương Xá,  Gia Lâm,  Hà Nội",21.0046345,105.970087
"Bán nhà mặt phố 2 mặt tiền Nguyễn Xiển, 69,9 tỷ, 92 m2, 14PN + 15WC + 8tầng, hot! Kinh doanh đỉnh","69,9 tỷ",92 m²,14,15,"Thanh Xuân, Hà Nội","Đường Nguyễn Xiển, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.99060766,105.8041201
SIÊU PHẨM APARTMENT ĐẲNG CẤP CHÂU ÂU - LÔ GÓC - SÁT PHỐ - DÒNG TIỀN CAO - 640M - 8T - MT20 - 231TỶ,231 tỷ,640 m²,14,14,"Tây Hồ, Hà Nội","đường Tây Hồ, Phường Quảng An, Tây Hồ, Hà Nội",21.0651045,105.8240118
"Bán căn hộ chung cư tại Nguyễn Oanh, 2,5 tỷ, 62m2, 2PN, 1WC, Gò Vấp, HCM","2,5 tỷ",62 m²,2,1,"Gò Vấp, Hồ Chí Minh","An Lộc, Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",10.8391089,106.6757145
Giới thiệu và chào bán căn biệt thự BT 4 Bán Đảo Linh Đàm,320 triệu,273 m²,5,6,"Hoàng Mai, Hà Nội","Đường Nam Sơn, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.962423,105.8393925
"CHUYÊN BÁN DÒNG Căn hộ 2 ngủ TỪ 3.4 tỷ vinhomes smart, DANH SÁCH các căn ĐẦY ĐỦ DƯỚI NỘI DUNG","3,4 tỷ",54 m²,2,1,"Nam Từ Liêm, Hà Nội","Vinhomes Smart City , Tây Mỗ, Nam Từ Liêm, Hà Nội",21.0072395,105.7372088
BÁN NHÀ GẦN VINCOM TP DĨ AN - GIÁ RẺ NHẤT KHU VỰC - CẦN BÁN GẤP,"4,75 tỷ","67,5 m²",3,3,"Dĩ An, Bình Dương","Phường Tân Đông Hiệp, Dĩ An, Bình Dương",10.9214709,106.7668045
"Bán đất tại Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy, Hà Nội, 48 tỷ, 285 m2 hàng hiếm giá tốt",48 tỷ,285 m²,5,5,"Cầu Giấy, Hà Nội","Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội",21.0118814,105.8073289
NHÀ THẠCH BÀN 6 TẦNG THANG MÁY,"6,45 tỷ",40 m²,3,4,"Long Biên, Hà Nội","Thạch Bàn, Đường Nguyễn Thời Trung, Phường Thạch Bàn, Long Biên, Hà Nội",21.0208848,105.9163931
Siêu phẩm shophouse tại khu đô thị Việt Hàn giá chỉ từ 2. X tỷ sổ đỏ trao tay nhận nhà ngay,Giá thỏa thuận,100 m²,8,4,"Phổ Yên, Thái Nguyên"," Đường Phạm Văn Đồng,  Xã Hồng Tiến,  Phổ Yên,  Thái Nguyên.",21.4155033,105.8721166
"Hiếm, bán shop chân đế dòng tiền 60 tr/ tháng, hợp đồng 5 năm, ký mới cđt",Giá thỏa thuận,60 m²,1,1,"Văn Giang, Hưng Yên","Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên",20.9577012,105.9161321
"Bán căn hộ Bcons Green Sapphire , giá chỉ từ 1,6 tỷ 1PN, ưu đãi đặc biệt hấp dẫn tháng 3/2025","1,99 tỷ",60 m²,2,2,"Dĩ An, Bình Dương","Bcons City, Thống Nhất, Đông Hòa, Dĩ An, Bình Dương",10.89105648,106.8024909
"Bán Căn Góc 3PN-2VS giá ưu đãi tại Vinhome Ocean Park, Đa Tốn, Gia Lâm, Hà Nội, 3,78 tỷ, 73,02m2","3,78 tỷ","73,02 m²",3,2,"Gia Lâm, Hà Nội","Bán căn Góc 3N- S2.09 Vinhome Ocean Park, Đa tốn, Gia Lâm, Hà Nội",20.9862042,105.930004
Cần bán nhà phố dĩ an sát thành phố thủ đức,"4,65 tỷ","61,2 m²",3,3,"Dĩ An, Bình Dương","Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",10.87463899,106.7501136
Chỉ cần từ 4.5 tỷ sở hữu biệt thự khoáng nóng Tokyu Retreat. Cam kết thuê lại 40 - 70 triệu/tháng.,8 tỷ,180 m²,3,3,"Thanh Thủy, Phú Thọ"," Xã Bảo Yên,  Thanh Thủy,  Phú Thọ",21.123781,105.287858
Thật 100% thu 250 triệu/tháng 32 phòng CHDV hầm 6 tầng 6x25m. 150m2 Mặt tiền hẻm nhựa 10m Phổ Quang,"28,5 tỷ",160 m²,32,32,"Phú Nhuận, Hồ Chí Minh","Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",10.8030061,106.6778362
"Thật 100% (ngang 12x22m 230m2) hẻm 6m xe hơi 7 chỗ vào nhà Hoàng Sa, Quận 3",Giá thỏa thuận,230 m²,5,3,"Quận 3, Hồ Chí Minh","Đường Hoàng Sa, Phường 9, Quận 3, Hồ Chí Minh",10.81281472,106.6775764
"Bán nhà Trần Khát Chân- Ô tô vào nhà-kinh doanh sầm uất-80m2-Giá 15,5 tỷ-mặt tiền 5m-trung tâm HBT",155 tỷ,80 m²,4,4,"Hai Bà Trưng, Hà Nội","Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",21.00874373,105.8620006
"NHÀ MỚI KOONG HOÀNG MAI 34M 4 TẦNG 5.3 TỶ, NGÕ RỘNG THÊNH THANG.","5,3 tỷ",34 m²,3,3,"Hoàng Mai, Hà Nội","Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.99270612,105.8519959
"Chính chủ bán nhà phố Centana ĐPT, 3 lầu kinh doanh được giá 7.1 tỷ, sổ hồng hoàn công","7,1 tỷ",80 m²,4,4,"Quận 9, Hồ Chí Minh"," Phường Long Trường,  Quận 9,  Hồ Chí Minh",10.7589554,106.6730492
"Em gắn bó, sâu sát với Xanh Villas ngay từ đầu. Chuyên nghiệp, không làm phiền và vào việc luôn ạ",Giá thỏa thuận,250 m²,4,4,"Thạch Thất, Hà Nội"," Đường Đại lộ Thăng Long,  Xã Tiến Xuân,  Thạch Thất,  Hà Nội",20.9697565,105.4939947
"Chủ nợ NH cần bán gấp luôn, BT Việt Hưng - vừa ở vừa văn phòng: 250m2, 4 tầng, giá 45tỷ",45 tỷ,250 m²,4,4,"Long Biên, Hà Nội"," Phường Đức Giang,  Long Biên,  Hà Nội",21.0646143,105.8977054
Chính chủ cần bán căn Lk 116m2 đường 15.5m giá 35 tỷ view chung cư,35 tỷ,116 m²,5,5,"Bắc Từ Liêm, Hà Nội","Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",21.0748042,105.7906068
"NOXH tại dự án Solrise Nhơn Phú 2, TP. Quy Nhơn - Giá chỉ từ 88tr ký ngay hđmb nhận nhà liền tay!",Giá thỏa thuận,58 m²,2,2,"Quy Nhơn, Bình Định","Đường Tây Sơn, Phường Nhơn Phú, Quy Nhơn, Bình Định",13.7945583,109.1813114
"Rổ Hàng Lớn Tại Opal Boulevard Giá Siêu HOT Từ 2.7-3 Tỷ/Căn Có Nội Thất, Chuyên Bán OPAL 0938 893 ***","2,8 tỷ",74 m²,2,2,"Dĩ An, Bình Dương","Opal Boulevard, Kha Vạn Cân, An Bình, Dĩ An, Bình Dương",10.867255,106.762233
"Bán gấp căn 4 phòng ngủ đẹp rộng view thoáng mát Vinhomes Central Park, LH 0901 511 ***","14,5 tỷ",140 m²,4,3,"Bình Thạnh, Hồ Chí Minh"," Đường Điện Biên Phủ,  Phường 22,  Bình Thạnh,  Hồ Chí Minh",10.79834217,106.7196859
"Bán căn hộ toà L3 Vinhomes Central Park, 13,3 tỷ, 107m2 view đẹp, 3PN, 2WC, Bình Thạnh, HCM","13,3 tỷ",107 m²,3,2,"Bình Thạnh, Hồ Chí Minh"," Đường Điện Biên Phủ,  Phường 22,  Bình Thạnh,  Hồ Chí Minh",10.79834217,106.7196859
"Bán nhà phố Dương Khuê kinh doanh ô tô tránh , vỉa hè đá bóng 45m 7 tầng thang máy, 21 tỷ",21 tỷ,45 m²,6,5,"Cầu Giấy, Hà Nội","Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.03534984,105.7730578
Bán khách sạn 4* mặt phố Nguyễn Thái Học quận Ba Đình đẳng cấp siêu VIP 210m 10T Mt 8.7m giá 185 tỷ,184 tỷ,210 m²,40,40,"Ba Đình, Hà Nội","Đường Nguyễn Thái Học, Phường Điện Biên, Ba Đình, Hà Nội",21.0324225,105.8376346
"Bán gấp Căn hộ dịch vụ 5 x 26m, Lê Đức Thọ, 5 tầng, 17 Phòng 65tr/ tháng, hẻm 8m, giá 12.7tỷ","12,7 tỷ",130 m²,17,17,"Gò Vấp, Hồ Chí Minh","Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh",10.8548519,106.6560536
"Em bán Vin Green Villas từ đầu CĐT bán nên có nhiều căn trên thị trường không có, chuyên nghiệp!","67,78 tỷ",474 m²,5,5,"Nam Từ Liêm, Hà Nội"," Phường Đại Mỗ,  Nam Từ Liêm,  Hà Nội.",20.9932717,105.7630172
Biệt thự đơn lập Vinhomes Green Villas cần bán nhanh diện tích 200m2 giá 220 triệu/m² giá quá tốt!,44 tỷ,200 m²,5,5,"Nam Từ Liêm, Hà Nội"," Phường Đại Mỗ,  Nam Từ Liêm,  Hà Nội",20.9932717,105.7630172
"Bán biệt thự VIP 190m2 tại Trung Hòa, Cầu Giấy, HN, giá 83 tỷ VND, cực đẹp, nhiều tiện ích",83 tỷ,190 m²,4,6,"Cầu Giấy, Hà Nội","Phường Trung Hòa, Cầu Giấy, Hà Nội",21.0103232,105.7994479
BÁN NHÀ - PHỐ NGUYỄN LÂN - PHÂN LÔ - Ô TÔ - PHONG CÁCH - LUXURY - 40M X 5 TẦNG,"10,2 tỷ",40 m²,3,4,"Thanh Xuân, Hà Nội","Đường Nguyễn Lân, Phường Phương Liệt, Thanh Xuân, Hà Nội",20.9917597,105.8383742
Cam kết giá tốt nhất không thể bỏ lỡ 2PN 2WC 73 tầng cao full nội thất decor chỉ 4 tỷ bao thuế phí,4 tỷ,73 m²,2,2,"Quận 9, Hồ Chí Minh"," Đường Song Hành,  Phường Phú Hữu,  Quận 9,  Hồ Chí Minh",10.7608529,106.7012374
Bán nhà phố chính chủ khu đồng bộ giá mềm trục đường Trường Chinh tân thới nhất,"7,4 tỷ",72 m²,4,6,"Quận 12, Hồ Chí Minh","Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",10.82861345,106.6179298
"GẤP GẤP Chủ cần bán gấp nhà 6x10m diện tích 60m2, đường 5 Bình Trưng Tây giá Ngộp 5,2 tỷ","5,2 tỷ",60 m²,2,2,"Quận 2, Hồ Chí Minh","Đường 5, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",10.80484845,106.7167622
"Bán căn 2PN, 3PN toà CT1, CT2, CT3, CT5, CT6 Văn Khê, La Khê Hà Đông. LH-0982 511 ***","4,3 tỷ",105 m²,3,2,"Hà Đông, Hà Nội"," Đường Tố Hữu,  Phường La Khê,  Hà Đông,  Hà Nội",20.9696783,105.7601018
"BÁN NHÀ LINH ĐÀM - PHÂN LÔ VIP - Ô TÔ TRÁNH - KINH DOANH ĐỈNH - 80M, MẶT TIỀN 6M - CHỈ 23,5 TỶ","23,5 tỷ",80 m²,5,5,"Hoàng Mai, Hà Nội","KĐT Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",20.9681919,105.82714
"Chuyển nhượng tòa S2.11, 2PN + sổ đỏ trao ngay, chỉ dưới 2,7 tỷ","2,7 tỷ","55,6 m²",3,2,"Gia Lâm, Hà Nội"," Xã Đa Tốn,  Gia Lâm,  Hà Nội",20.9862042,105.930004
"Bán nhà 6T thang máy, phố Yên Lãng, Đống Đa, Hà Nội, DT 56m2, sổ đẹp 2 thoáng, giá 15,5 tỷ full NT","15,5 tỷ",56 m²,6,5,"Đống Đa, Hà Nội","Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",21.0148521,105.8116394
Em có quỹ căn của tòa 'The Sola Park' giá rẻ chỉ từ 62tr/m của chủ đầu tư MIK tại Vinhome Smart,"3,8 tỷ",62 m²,2,2,"Nam Từ Liêm, Hà Nội","Imperia Sola Park, Tây Mỗ, Nam Từ Liêm, Hà Nội",21.0096762,105.7445572
Chính chủ bán chung cư nhà 17T DT 152m2 nhà căn góc đã sửa chữa cực đẹp - nội thất cao cấp,Giá thỏa thuận,152 m²,3,2,"Cầu Giấy, Hà Nội"," Phố Hoàng Đạo Thúy,  Phường Trung Hòa,  Cầu Giấy,  Hà Nội",21.00898892,105.8010325
"Bán dự án Hoàng Huy tại thành phố Thuỷ Nguyên, Hải Phòng, đối diện trung tâm hành chính",Giá thỏa thuận,77 m²,5,5,"Thủy Nguyên, Hải Phòng"," Phường Dương Quan,  Thủy Nguyên,  Hải Phòng",20.8990746,106.6806953
Tòa căn hộ Nguyễn Chí Thanh 110m2 6T thang máy sổ đẹp ngõ ôtô 7 chỗ vào nhà 28.3 tỷ,"28,3 tỷ",110 m²,6,6,"Đống Đa, Hà Nội","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội",21.0184577,105.8072924
"Chuyên bán căn hộ 1PN-2PN-3PN tại chung cư Everrich Quận 5, có sổ hồng và đầy đủ pháp lý","5,5 tỷ",83 m²,2,2,"Quận 5, Hồ Chí Minh","The Everrich Infinity, 290, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",10.7607531,106.6807578
"Chính chủ bán gấp căn hộ 3PN, 106m2 full nội thất cao cấp, view trung tâm siêu đẹp, đã có sổ hồng","10,2 tỷ",106 m²,3,2,"Quận 5, Hồ Chí Minh","The Everrich Infinity, 290, Đường An Dương Vương, Phường 4, Quận 5, Hồ Chí Minh",10.7607531,106.6807578
Hỗ trợ chuyển nhượng căn hộ tại Sunrise Riverside 2PN và 3PN giá tốt,"3,85 tỷ",70 m²,2,2,"Nhà Bè, Hồ Chí Minh"," Đường Nguyễn Hữu Thọ,  Xã Phước Kiển,  Nhà Bè,  Hồ Chí Minh",10.71772076,106.7026202
"Chính chủ bán nhà lô góc ô tô đỗ cửa xây mới, 33m2 x 5T, giá 4,35 tỷ, tại Kim Chung Hoài Đức Hà Nội","4,35 tỷ",33 m²,4,4,"Hoài Đức, Hà Nội","Đường Di Trạch, Xã Kim Chung, Hoài Đức, Hà Nội",21.04984988,105.724827
"Dòng tiền quyết định tự do tài chính , chung cư thương mại căn 2PN 44,18m2, giá chỉ 820tr",820 triệu,"44,18 m²",2,1,"Yên Phong, Bắc Ninh","Đường Ấp Đồn, Xã Yên Trung, Yên Phong, Bắc Ninh",21.2150861,105.9873068
